,query,intent,,
516,Explain loan u do.,loan_inquiry,,
517,I?? like to know about your holiday or vacation loan options.,loan_inquiry,,
518,"Last payment, was that a pass?",transaction_query,,
519,Did the last payment finish successfully?,transaction_query,,
520,Twitter DM scam??tole my card info!!,fraud_report,,
521,y??ll texted me ??out fraud??t?? TRUE!!,fraud_report,,
522,Was the previous transaction carried out correctly?,transaction_query,,
523,I am seeking guidance on how to apply for a personal loan from your bank.,loan_inquiry,,
524,I didn?? buy this. FIX IT.,fraud_report,,
525,I did not write the memo on check #7890.,fraud_report,,
526,My heart sank when I saw this charge. What should I do?,fraud_report,,
527,I would appreciate confirmation of my qualification for a healthcare professional loan.,loan_inquiry,,
528,What?? the payee listed for my most recent transaction?,transaction_query,,
529,what?? available 4 loans?,loan_inquiry,,
530,Could you please provide an update on the status of my loan application?,loan_inquiry,,
531,Please advise on how to properly submit a credit card application.,credi_card_application,,
532,What?? my savings balance RIGHT NOW? This is urgent!,balance_inquiry,,
533,"Bring my stolen $$ back ASAP, plz.",fraud_report,,
534,Can you confirm my eligibility for a bridge loan?,loan_inquiry,,
535,Was the previous transaction completed without any problems?,transaction_query,,
536,why?? my transac failin? ugh,transaction_query,,
537,how do i apply via chat?,loan_inquiry,,
538,recent charge deets pls n thx,transaction_query,,
539,why?? my bread bounce?,transaction_query,,
540,What is the residual amount in my savings?,balance_inquiry,,
541,Can you share details on your construction loan offerings?,loan_inquiry,,
542,This is causing me anxiety.,fraud_report,,
543,WHAT DID I SPEND MY SAVINGS ON,transaction_query,,
544,Was that last transaction fine or off?,transaction_query,,
545,Wot's da scoop 2 get a loan?,loan_inquiry,,
546,What loan tools or calculators do you have for customers?,loan_inquiry,,
547,Was the transaction processed successfully without any issues?,transaction_query,,
548,"yo, any deets on my loan app stat?",loan_inquiry,,
549,Was the last payment made successfully?,transaction_query,,
550,yo card been jacked,fraud_report,,
551,Can I see who processed my most recent transaction?,transaction_query,,
552,I?? furious??AVINGS BALANCE OR I?? ESCALATING THIS!,balance_inquiry,,
553,What car-lease financing is available?,loan_inquiry,,
554,i saw this and panicked,fraud_report,,
555,"hey, what's the proper route 2 apply for a credit card?",credi_card_application,,
556,Could you walk me through your car finance packages?,loan_inquiry,,
557,The last place I shopped??hat was the name again?,transaction_query,,
558,Can you outline your loan application process?,loan_inquiry,,
559,pass reset link wrong acct,password_reset,,
560,Did the last transaction process properly?,transaction_query,,
561,"Was the last one completed, or did it fail?",transaction_query,,
562,"Can I apply for a green home improvement loan, and how?",loan_inquiry,,
563,"comp froze, msg from microsoft-support.co, scam?",fraud_report,,
564,what?? the damage? (jk tell me my balance),balance_inquiry,,
565,I kindly request information on how to submit a loan application with your bank.,loan_inquiry,,
566,spill my last transacshun pls,transaction_query,,
567,"When did I make my last payment, can you check?",transaction_query,,
568,bro i wuz sleepin not buyin,fraud_report,,
569,"CHARGES TO ""SCAMMERZ""? I?? TAGGING YOUR CEO??ET MY MONEY BACK!!",fraud_report,,
570,"yo, any sign on my loan app progressin??",loan_inquiry,,
571,can u check if i?? eligible?,loan_inquiry,,
572,someone used my pin at atm,fraud_report,,
573,wasn?? even in the area,fraud_report,,
574,Loans easy? T&C pls.,loan_inquiry,,
575,how to apply in mobile app?,loan_inquiry,,
576,I?? beyond frustrated??AVINGS BALANCE IMMEDIATELY!,balance_inquiry,,
577,how long till my loan is approved?,loan_inquiry,,
578,Could you provide the balance of my savings account?,balance_inquiry,,
579,What store or company was my most recent payment to?,transaction_query,,
580,May I request assistance regarding how to apply for a loan?,loan_inquiry,,
581,A non-existent vendor appears on my check history.,fraud_report,,
582,This transaction seems weird... Did I get charged twice?,fraud_report,,
583,did i spend $$$ on somethin dumb?,transaction_query,,
584,do i match da loan criteria?,loan_inquiry,,
585,will u refi my mortgage?,loan_inquiry,,
586,Could you advise whether I qualify for an API-driven loan approval process?,loan_inquiry,,
587,Do I need to file a complaint? SAVINGS BALANCE NOW!,balance_inquiry,,
588,can i email my loan app?,loan_inquiry,,
589,Was the last trans okay or no?,transaction_query,,
590,"Hey, how loans work w/ u?",loan_inquiry,,
591,Stop with the runaround??AVINGS BALANCE IMMEDIATELY!,balance_inquiry,,
592,can i get a loan? how?,loan_inquiry,,
593,"Yo, what time and date was my last transaction?",transaction_query,,
594,recent payment info PLS RN,transaction_query,,
595,I would like to know if I am eligible for an overdraft protection line.,loan_inquiry,,
596,app says ??uspicious activity??€?ls help!!,fraud_report,,
597,can i snag a loan right now?,loan_inquiry,,
598,neg balance ALERT!,fraud_report,,
599,Was the previous transaction without complications?,transaction_query,,
600,I am writing to inquire about the process for submitting a loan application.,loan_inquiry,,
601,I think my checkbook was compromised.,fraud_report,,
602,paid $500 to ??ix my computer??€?raud!!,fraud_report,,
603,Could you direct me to the official loan application forms and procedures?,loan_inquiry,,
604,"hook me up w/ ur best cc, pls",credi_card_application,,
605,A check cleared today that wasn?? written by me.,fraud_report,,
606,any news bout my loan decision?,loan_inquiry,,
607,Was con taken by thief??ail me bk!,fraud_report,,
608,fraud alert!! i didnt do this,fraud_report,,
609,Why is this happening?? Every month it?? something new.,fraud_report,,
610,payment not work??hy?? it buggin?,transaction_query,,
611,It?? not even my spending style ??check it!,fraud_report,,
612,"Omg, my money?? gone??ls help fix this.",fraud_report,,
613,any ETA on my loan decision?,loan_inquiry,,
614,"CHARGES TO ""ELITE APPAREL""? I WEAR THRIFT STORE??HO?? STEALING??",fraud_report,,
615,need help finishing cc application,credi_card_application,,
616,balance check pls! throws confetti,balance_inquiry,,
617,what?? that charge i didn?? approve,transaction_query,,
618,"yo, when can i apply for a credit card?",credi_card_application,,
619,whut kinda credit plans?,loan_inquiry,,
620,Do you have details about where my last payment went?,transaction_query,,
621,finance app status?,loan_inquiry,,
622,i dnt knw this charge,fraud_report,,
623,why?? my card sayin nah fam?,transaction_query,,
624,send reset for correct acct,password_reset,,
625,"yo, loan review still goin?",loan_inquiry,,
626,Can you confirm the signature on check #3456?,fraud_report,,
627,gas station charged me 10 times??cam!!,fraud_report,,
628,Was the most recent payment processed correctly?,transaction_query,,
629,How can I track the status of my credit card application once submitted?,credi_card_application,,
630,Please investigate check clearance at ATM branch 12.,fraud_report,,
631,my acc?? haunted??harges i didn?? make!!,fraud_report,,
632,Please place a stop-payment on the suspicious check.,fraud_report,,
633,clicked a link now my acc?? drained??ls help,fraud_report,,
634,my card?? on the dark web??ls replace!!,fraud_report,,
635,Please direct me on how to proceed with the loan application for your services.,loan_inquiry,,
636,what?? my total? anxious sweating,balance_inquiry,,
637,why?? my dough get the red X?,transaction_query,,
638,Instagram seller never shipped??cam!!,fraud_report,,
639,what credit products u got?,loan_inquiry,,
640,The last payment I made??hat?? the merchant name?,transaction_query,,
641,Wot loans suited to biz?,loan_inquiry,,
642,"hey, status on that loan?",loan_inquiry,,
643,Who?? the company that charged me last?,transaction_query,,
644,is loan app free?,loan_inquiry,,
645,Can you confirm the merchant for my last purchase?,transaction_query,,
646,how do i fill out a cc app?,credi_card_application,,
647,Please share the savings account balance when convenient.,balance_inquiry,,
648,are u guys working on my loan?,loan_inquiry,,
649,Help me review check #5678??t wasn?? mine.,fraud_report,,
650,Do you offer equipment leasing versus purchasing loans?,loan_inquiry,,
651,DID I SPEND MONEY ON VIRTUAL ROCKS,transaction_query,,
652,need help changin my pass,password_reset,,
653,Lemme know ur loan types.,loan_inquiry,,
654,do u mail me a cc app?,credi_card_application,,
655,how do i apply 4 home loan?,loan_inquiry,,
656,What business is attached to my latest account activity?,transaction_query,,
657,What is the current progress of the loan I applied for last week?,loan_inquiry,,
658,You better trace this transaction now.,fraud_report,,
659,gave remote access??ow fraud charges!!,fraud_report,,
660,will u approve travel loan?,loan_inquiry,,
661,what borrow options u got?,loan_inquiry,,
662,I require the current valuation of my savings account.,balance_inquiry,,
663,dis serious help me,fraud_report,,
664,how much cash moneys do i possess,balance_inquiry,,
665,Could you let me know if a decision has been made on my loan?,loan_inquiry,,
666,I am writing to request the current status of my loan application and any next steps.,loan_inquiry,,
667,do i make da loan grade?,loan_inquiry,,
668,my transac got declin??hy bruh?,transaction_query,,
669,"CHARGES TO ""F*CKING FRAUDSTERS""? I?? BURNING THIS BANK DOWN??IX IT!!",fraud_report,,
670,May I learn whether I qualify for a green energy financing program?,loan_inquiry,,
671,"atm was off network, no idea",fraud_report,,
672,Can you find out the time of my last trans action?,transaction_query,,
673,"When did I last trans, what time exactly?",transaction_query,,
674,Do you have relationship-based lending programs?,loan_inquiry,,
675,what loan programs u have?,loan_inquiry,,
676,Did the last one go through like it should?,transaction_query,,
677,"atm dispensed wrong amt, i didn?? get $$",fraud_report,,
678,Could you kindly explain the process for credit card application initiation?,credi_card_application,,
679,how do i apply 4 biz credit?,loan_inquiry,,
680,Can you confirm that my financial and credit history meets your loan criteria?,loan_inquiry,,
681,This is giving me panic attacks.,fraud_report,,
682,need 2 know my recent charge thx,transaction_query,,
683,"Can I initiate a loan application by phone, and if so, what number should I call?",loan_inquiry,,
684,who dis charge from??,fraud_report,,
685,Could you inform me of partner retailer benefits for new cardholders?,credi_card_application,,
686,do i have what it takes 4 financing?,loan_inquiry,,
687,Immediately scam reset urgent need aid!,fraud_report,,
688,Was the last transaction executed successfully?,transaction_query,,
689,how to get financed?,loan_inquiry,,
690,someone added my card to their wallet??top ??m!,fraud_report,,
691,Do you know the recipient of my most recent payment?,transaction_query,,
692,Loans listed w/ benefits?,loan_inquiry,,
693,dis gotta be fraud rite?,fraud_report,,
694,ima need refund quick,fraud_report,,
695,need new pass. can?? login.,password_reset,,
